Symbol,Timestamp,Last,Bid,Ask,BidSize,AskSize,Volume,Open,High,Low,Close,Spread,VWAP,RSI,EMA9,EMA26,ALMA,ATR,up_001_002,up_002_005,up_005_010,up_010_plus,dn_001_002,dn_002_005,dn_005_010,dn_010_plus
NVDA,1749244809412,141.8300,141.8300,141.8900,100,1100,34898,141.8700,141.8700,141.8700,141.8700,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244811031,141.8300,141.8300,141.8900,100,1100,34898,141.8600,141.8600,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244812354,141.8300,141.8300,141.8900,100,1100,34898,141.8600,141.8600,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244812972,141.8800,141.8300,141.8900,100,1100,34899,141.8600,141.8600,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244815604,141.8800,141.8300,141.8800,100,1400,34899,141.8600,141.8600,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244816025,141.8800,141.8300,141.8800,100,1400,34899,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244817355,141.8800,141.8300,141.8800,100,1400,34899,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244817711,141.8300,141.8300,141.8800,100,1400,35299,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244817711,141.8800,141.8300,141.8800,100,1400,35300,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244819084,141.8800,141.8300,141.8800,100,1700,35300,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244819084,141.8800,141.8200,141.8800,100,1700,35300,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244819084,141.8800,141.8100,141.8800,1800,1700,35300,141.8300,141.8300,141.8300,141.8300,0.0700,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244821028,141.8800,141.8200,141.8800,100,1700,35300,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244821363,141.8800,141.8200,141.8800,100,1700,35300,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244822005,141.8500,141.8200,141.8800,100,1700,35301,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244822005,141.8500,141.8300,141.8800,100,1700,35301,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244822862,141.8500,141.8300,141.8800,100,1700,35301,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244823455,141.8300,141.8300,141.8800,100,1700,35351,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244825792,141.8300,141.8100,141.8800,1800,1700,35351,141.8300,141.8300,141.8300,141.8300,0.0700,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244826022,141.8300,141.8100,141.8800,1800,1700,35351,141.8300,141.8300,141.8300,141.8300,0.0700,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244828868,141.8300,141.8100,141.8800,1800,1700,35351,141.8300,141.8300,141.8300,141.8300,0.0700,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244828971,141.8300,141.8200,141.8800,100,1700,35351,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244828971,141.8600,141.8200,141.8800,100,1700,35391,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244830450,141.8600,141.8100,141.8800,1800,1700,35391,141.8300,141.8300,141.8300,141.8300,0.0700,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244830450,141.8600,141.8200,141.8800,200,1700,35391,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244830878,141.8600,141.8200,141.8800,200,1700,35391,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244831021,141.8600,141.8200,141.8800,200,1700,35391,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244831258,141.8600,141.8200,141.8800,200,1700,35392,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244832370,141.8600,141.8200,141.8800,200,1700,35392,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244833052,141.8500,141.8200,141.8800,200,1700,35442,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244833622,141.8500,141.8200,141.8800,200,1700,35442,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244834060,141.8600,141.8200,141.8800,200,1700,35443,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244836017,141.8600,141.8200,141.8800,200,1700,35443,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244836552,141.8600,141.8200,141.8800,500,1700,35443,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244836629,141.8600,141.8200,141.8800,500,1700,35443,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244837334,141.8500,141.8200,141.8800,500,1700,35444,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244837884,141.8500,141.8200,141.8800,500,1700,35444,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244838529,141.8500,141.8200,141.8800,500,1700,35445,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244838877,141.8500,141.8200,141.8800,500,1700,35445,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244839388,141.8500,141.8200,141.8800,300,1700,35445,141.8300,141.8300,141.8300,141.8300,0.0600,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244839388,141.8500,141.8300,141.8800,100,1700,35446,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244840191,141.8500,141.8300,141.8800,100,2200,35446,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244841025,141.8500,141.8300,141.8800,100,2200,35446,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244844140,141.8500,141.8300,141.8800,100,2200,35446,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244844655,141.8500,141.8300,141.8800,100,2100,35446,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244844655,141.8700,141.8300,141.8800,100,2100,35489,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244844655,141.8800,141.8300,141.8800,100,2100,35530,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244845140,141.8800,141.8300,141.8800,100,2100,35572,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244845586,141.8300,141.8300,141.8800,100,2100,35584,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244846017,141.8300,141.8300,141.8800,100,2100,35584,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244847140,141.8300,141.8300,141.8800,100,2100,35584,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244847672,141.8700,141.8300,141.8800,100,2100,35589,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244847672,141.8800,141.8300,141.8800,100,2100,35594,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244850644,141.8800,141.8300,141.8800,100,2100,35594,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244851020,141.8800,141.8300,141.8800,100,2100,35594,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244851235,141.8800,141.8300,141.8800,100,2100,35599,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244851791,141.8800,141.8300,141.8700,100,100,35599,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244853398,141.8800,141.8300,141.8700,100,100,35599,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244854040,141.8500,141.8300,141.8700,100,100,35600,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244856024,141.8500,141.8300,141.8700,100,100,35600,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244856152,141.8500,141.8300,141.8700,100,100,35600,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244856732,141.8300,141.8300,141.8700,100,100,35601,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244859660,141.8300,141.8300,141.8700,100,100,35601,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8631,141.8899,0.0000,0.5900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244860297,141.8700,141.8300,141.8700,100,100,35603,141.8300,141.8300,141.8300,141.8300,0.0400,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244860297,141.8700,141.8300,141.8800,100,1900,35603,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244861030,141.8700,141.8300,141.8800,100,1900,35603,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244862914,141.8700,141.8300,141.8800,100,1900,35603,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244863397,141.8600,141.8300,141.8800,100,1900,36602,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244863397,141.8500,141.8300,141.8800,100,1900,36603,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244864414,141.8500,141.8300,141.8800,100,1900,36603,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244865000,141.8500,141.8300,141.8800,100,1900,36613,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244865168,141.8500,141.8300,141.8800,100,1900,36613,141.8300,141.8300,141.8300,141.8300,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244865560,141.8500,141.8300,141.8800,100,1900,36613,141.8600,141.8600,141.8600,141.8600,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244865753,141.8500,141.8300,141.8800,100,2000,36613,141.8600,141.8600,141.8600,141.8600,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244866917,141.8500,141.8300,141.8800,100,2000,36714,141.8600,141.8600,141.8600,141.8600,0.0500,142.1569,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867418,141.8500,141.8300,141.8800,100,2000,36714,141.8600,141.8600,141.8600,141.8600,0.0500,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867564,141.8600,141.8300,141.8800,100,2000,36814,141.8600,141.8600,141.8600,141.8600,0.0500,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867564,141.8500,141.8300,141.8800,100,2000,37012,141.8600,141.8600,141.8600,141.8600,0.0500,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867564,141.8400,141.8300,141.8800,100,2000,37088,141.8600,141.8600,141.8600,141.8600,0.0500,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867564,141.8400,141.8300,141.8500,100,600,37113,141.8600,141.8600,141.8600,141.8600,0.0200,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867564,141.8400,141.8200,141.8500,300,600,37113,141.8600,141.8600,141.8600,141.8600,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244867564,141.8300,141.8200,141.8500,300,600,37173,141.8600,141.8600,141.8600,141.8600,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244870923,141.8300,141.8200,141.8500,300,600,37294,141.8600,141.8600,141.8600,141.8600,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244871018,141.8300,141.8200,141.8500,300,600,37294,141.8500,141.8600,141.8300,141.8300,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244871427,141.8200,141.8200,141.8500,300,600,37295,141.8500,141.8600,141.8300,141.8300,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244871427,141.8200,141.8100,141.8500,1400,1600,37603,141.8500,141.8600,141.8300,141.8300,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244873678,141.8200,141.8100,141.8500,1400,1600,37603,141.8500,141.8600,141.8300,141.8300,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244873964,141.8100,141.8100,141.8500,1400,1600,37604,141.8500,141.8600,141.8300,141.8300,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244873964,141.8100,141.8100,141.8500,900,1600,38131,141.8500,141.8600,141.8300,141.8300,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244874426,141.8100,141.8100,141.8500,900,1600,38131,141.8500,141.8600,141.8300,141.8300,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244874426,141.8100,141.8200,141.8500,100,1600,38131,141.8500,141.8600,141.8300,141.8300,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244874426,141.8100,141.8200,141.8500,100,1800,38131,141.8500,141.8600,141.8300,141.8300,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875110,141.8500,141.8200,141.8500,100,1800,38132,141.8500,141.8600,141.8300,141.8300,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875424,141.8500,141.8200,141.8500,100,1800,38132,141.8500,141.8600,141.8300,141.8300,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875615,141.8500,141.8200,141.8500,100,1800,38132,141.8200,141.8200,141.8100,141.8100,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875860,141.8400,141.8200,141.8500,100,1800,38133,141.8200,141.8200,141.8100,141.8100,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875860,141.8500,141.8200,141.8500,100,1800,39633,141.8200,141.8200,141.8100,141.8100,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875860,141.8500,141.8200,141.8500,100,1200,39633,141.8200,141.8200,141.8100,141.8100,0.0300,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244875860,141.8500,141.8100,141.8500,900,1200,39633,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244876011,141.8500,141.8100,141.8500,900,1200,39633,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244876476,141.8500,141.8100,141.8500,900,1200,39678,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244876927,141.8500,141.8100,141.8500,900,1200,39678,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244877581,141.8500,141.8100,141.8500,900,1200,39683,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244880681,141.8500,141.8100,141.8500,900,1200,39683,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244880941,141.8500,141.8100,141.8500,900,1200,39683,141.8200,141.8200,141.8100,141.8100,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244881017,141.8500,141.8100,141.8500,900,1200,39683,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244881432,141.8100,141.8100,141.8500,900,1200,39684,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244881432,141.8500,141.8100,141.8500,900,1200,39726,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244881686,141.8500,141.8100,141.8500,900,1200,39726,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244882345,141.8500,141.8100,141.8500,900,1200,39731,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244884692,141.8500,141.8100,141.8500,900,1200,39746,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244884937,141.8500,141.8100,141.8500,900,1200,39746,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244885332,141.8500,141.8100,141.8500,900,1200,39747,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NVDA,1749244885332,141.8300,141.8100,141.8500,900,1200,39748,141.8500,141.8500,141.8500,141.8500,0.0400,142.1568,50.0000,141.8565,141.8855,141.8448,0.6500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
